id,community,street,average_price,build_time,floor,room_shape,latitude,longitude,distance,school_num,bus_num,shop_num,hospital_num,work_num,subway_num
675,隆盛东园,大兴-黄村 瓜乡桥,18004,2005,中层(共6层),2室1厅,39.626653,116.332069,32646.7,1,6,0,0,0,0
684,沁园春景,房山-窦店 窦店于庄,18181,2005,高层(共6层),1室1厅,39.681676,116.076364,38165.0,4,5,0,4,0,0
683,龙锦苑六区,昌平-回龙观 回龙观北郊农场桥东三公里路北向北800米,50000,2005,低层(共6层),2室1厅,40.08243,116.338644,19431.9,23,28,14,35,12,1
685,硅谷亮城,海淀-上地 海淀区中关村上地硅谷亮城科技园,30815,2016,中层(共14层),2室2厅,40.033117,116.316533,15101.4,40,10,0,16,27,0
690,奥林匹克花园(东坝),朝阳-东坝 姚家园路与东坝中路交叉口路北800米,61962,2009,高层(共10层),1室1厅,39.947687,116.553597,13263.2,3,7,0,5,0,0
687,金泰先锋,朝阳-百子湾 百子湾石门村路一号(东四环大郊亭桥以东600米),68493,2008,高层(共19层),3室2厅,39.900919,116.505341,8784.5,19,11,3,20,38,1
686,金地格林小镇,大兴-亦庄 天宝中街2号,54077,2003,共3层,5室2厅,39.799506,116.505543,15493.6,8,18,1,11,11,0
682,西山美墅馆,海淀-西山 北京市海淀区旱河路301号院,80357,2006,共3层,3室1厅,39.962639,116.237847,15123.7,11,4,1,2,31,0
692,灵秀山庄,大兴-旧宫 旧宫镇旧头路,42975,2003,高层(共7层),2室1厅,39.812387,116.453097,12155.2,18,10,1,22,1,0
693,恩济里小区,海淀-定慧寺 航天桥西定慧寺路口北200米,79310,1995,中层(共6层),2室1厅,39.93014,116.313547,7895.1,47,18,0,27,34,0
672,隆盛东园,大兴-黄村 瓜乡桥,18004,2005,中层(共6层),2室1厅,39.626653,116.332069,32646.7,1,6,0,0,0,0
688,金蝉南里,朝阳-垡头 垡头金蝉南里小区,45194,2007,低层(共20层),3室2厅,39.868555,116.510069,10419.3,30,10,3,16,2,1
671,瑞都国际,通州-九棵树 九棵树大街48号,49710,2014,高层(共12层),3室2厅,39.896391,116.663019,22190.4,19,13,3,13,6,1
697,复兴门外大街,西城-复兴门 复兴门外大街,101430,1989,高层(共16层),3室1厅,39.913661,116.359854,3768.0,29,20,9,33,44,2
702,保利嘉园,朝阳-常营 常营乡朝阳北路,37078,2010,低层(共28层),2室1厅,39.933995,116.58837,15863.3,16,15,0,14,8,1
700,西罗园一区,丰台-西罗园 木犀园桥的西北角,48893,1992,中层(共22层),2室1厅,39.866808,116.398373,5380.2,30,9,7,21,28,1
701,中弘北京像素,朝阳-常营 朝阳北路与草房西路交汇处,41964,2012,低层(共16层),2室2厅,39.933531,116.618478,18405.2,15,14,1,7,5,1
695,天通苑东一区,昌平-天通苑 立水桥北太平庄东路,32738,2001,低层(共7层),2室1厅,40.069775,116.432058,17375.4,20,12,0,27,3,1
708,中海尚湖世家,昌平-沙河 昌平八达岭高速22出口向东1000米路南,31428,2011,共4层,3室2厅,40.221724,116.216456,37655.2,16,6,0,10,2,0
705,和平街十区,东城-和平里 和平街十区,71919,1988,中层(共6层),3室1厅,39.969717,116.429538,6462.1,49,21,3,31,40,4
706,远大园六区,海淀-世纪城 远大路世纪城远大园六区,81085,2002,高层(共19层),2室2厅,39.95827,116.294531,10500.4,21,11,5,19,39,2
707,中海紫御公馆,宣武-陶然亭 南二环（南滨河路）南侧陶然亭桥东南角,109076,2010,高层(共19层),2室2厅,39.87133,116.381696,5215.4,25,11,2,15,13,1
717,长桥园公寓,通州-通州北苑 八里桥南街87号,34259,2003,低层(共15层),2室2厅,39.913774,116.632961,19527.8,19,8,0,8,10,1
710,后现代城,朝阳-百子湾 百子湾路16号,69457,2004,低层(共18层),1室1厅,39.905308,116.493649,7721.9,15,9,1,19,44,2
711,太阳公元,朝阳-太阳宫 太阳宫北街,113947,2000,低层(共20层),2室2厅,39.978136,116.451256,8094.1,22,13,7,14,21,2
712,保利茉莉公馆,大兴-黄村 兴华大街19,48235,2010,中层(共24层),2室2厅,39.740729,116.338476,20169.7,33,22,4,46,6,1
713,澳洲康都,朝阳-望京 望京广顺北大街叶青大厦西300米路北,68441,2005,低层(共23层),3室2厅,40.017933,116.471862,12823.8,23,16,9,24,30,1
714,中信城一期,宣武-宣武门 两广大街与菜市口南大街交叉口东南角,121823,2009,中层(共21层),1室1厅,39.89629,116.37963,2941.0,24,10,6,33,19,1
715,太月园,海淀-知春路 知春路12号,69333,1999,低层(共25层),2室1厅,39.979005,116.354581,8270.4,46,17,4,19,40,2
716,庄胜二期,宣武-宣武门 宣武门外大街香炉营东巷2号,132167,2004,高层(共12层),1室1厅,39.903059,116.386217,2015.8,30,12,7,27,31,2
696,灵秀山庄,大兴-旧宫 旧宫镇旧头路,38933,2003,中层(共7层),2室1厅,39.812387,116.453097,12155.2,18,10,1,22,1,0
699,果岭小镇,昌平-昌平县城 水库路,31027,2005,共5层,3室2厅,40.241112,116.2698,38017.1,1,4,0,4,0,0
703,爱民里小区,西城-西单 西什库大街12号,115384,1992,共6层,1室1厅,39.936871,116.387216,2821.8,34,17,6,41,7,3
722,玺源台,宣武-广安门 莲花池东路,100000,2013,高层(共15层),2室1厅,39.892824,116.352995,5000.9,31,18,4,20,41,0
723,鲁艺上河村,海淀-世纪城 蓝靛厂车道沟桥西北角,96618,2000,低层(共6层),3室2厅,39.965386,116.291111,11136.3,30,8,9,26,36,0
725,枫南世嘉,丰台-角门 马家堡东路35号‎,46255,2006,低层(共12层),2室1厅,39.866473,116.393065,5476.0,31,9,0,22,16,1
724,华清嘉园,海淀-五道口 五道口西侧,106617,2000,低层(共12层),3室1厅,39.998407,116.344027,10589.9,50,17,2,25,48,1
726,南湖中园二区,朝阳-望京 望京南湖中园二区,56617,2000,高层(共7层),2室1厅,40.003521,116.466016,11172.5,20,17,6,29,33,0
727,汇福悦榕湾,周边-燕郊 潮白河畔行宫西大街与燕顺路交汇口,25714,2015,高层(共29层),2室1厅,39.858711,116.859046,39326.3,0,0,0,0,0,0
729,京畿道小区,西城-金融街 京畿道,122866,1994,低层(共6层),2室1厅,39.916129,116.374211,2543.7,21,25,17,33,48,2
731,润枫德尚国际公寓,朝阳-亚运村 安立路60号,72052,2003,中层(共21层),4室2厅,40.011405,116.41667,10774.0,27,21,4,32,46,2
733,首开·常青藤,朝阳-东坝 东坝（东五环七棵树出口向东200米）,65876,2013,共5层,4室2厅,39.970684,116.535327,12793.9,4,3,0,3,0,0
734,景宜里,海淀-田村 阜石路阜玉路口,67226,2004,高层(共9层),3室1厅,39.937625,116.253301,13094.4,10,15,1,14,1,0
737,旭辉御锦,通州-北关 中央别墅区东区，T3航站楼南侧，通顺路和窑管路路口西侧,50595,2014,高层(共6层),3室2厅,40.014724,116.655604,24140.2,3,4,0,1,0,0
735,望京新城,朝阳-望京 望京街,54494,1998,中层(共26层),2室1厅,40.003081,116.486588,12061.3,23,15,6,31,49,1
738,上地西里,海淀-上地 信息路，上地大厦西侧,72254,1998,高层(共6层),3室2厅,40.036435,116.317507,15383.4,25,15,1,15,50,0
741,果岭里,朝阳-望京 广泽路6号（100102）,78385,2005,中层(共8层),4室2厅,40.012501,116.485369,12869.8,15,17,0,12,37,0
739,佳兴园,朝阳-北苑 北苑5号院,54062,2006,低层(共14层),2室1厅,40.040777,116.428721,14143.5,25,14,6,29,38,1
740,五路通北街,西城-德胜门 德胜门外五路通北街,81521,1970,共4层,3室1厅,39.956204,116.39445,4653.5,32,15,2,21,26,1
720,同兴园小区,大兴-西红门 西红门路,30201,2000,中层(共6层),2室1厅,39.796866,116.346897,14011.1,21,19,2,18,6,0
732,西山洋房,海淀-玉泉路 阜石路甲69号,28333,2009,共4层,2室2厅,39.933004,116.23492,14556.6,8,8,1,7,1,0
747,蓝星花园,顺义-空港工业区 天竺空港工业区B区，地铁15号线空港工业区站西300米,34736,2007,高层(共6层),3室1厅,40.072582,116.573137,22685.5,6,10,0,10,10,0
746,建欣苑,丰台-大红门 大红门西路4号,43283,2001,低层(共6层),2室1厅,39.845285,116.401506,7754.9,17,14,2,12,10,2
753,橡树湾,海淀-清河 毛纺路,91011,2007,低层(共26层),2室2厅,40.035048,116.347134,14201.0,21,8,9,26,9,0
748,新景家园,崇文-崇文门 新世界商场东100米,91831,2010,低层(共15层),1室1厅,39.903087,116.425555,2266.0,45,22,8,49,50,2
749,四平园小区,宣武-陶然亭 南横东街97号,85501,1999,高层(共12层),2室2厅,39.889599,116.386125,3209.8,30,16,3,37,25,3
751,光彩国际公寓,朝阳-工体 工体西路18号,66513,2003,低层(共27层),3室2厅,39.93302,116.45093,4475.6,23,15,16,49,49,1
752,碧水庄园三期,昌平-回龙观 京昌高速沙河第20出口,104861,2008,共3层,7室3厅,40.08243,116.338644,19431.9,23,28,14,35,12,1
754,北辰·香麓,海淀-海淀北部 山后新区温泉镇,51150,2008,共1层,4室2厅,40.054946,116.187175,24154.0,8,5,0,2,2,0
755,东坝街,朝阳-东坝 东坝433总站,68478,2013,高层(共6层),2室1厅,39.973693,116.565403,15228.9,14,7,0,4,0,0
758,天通苑东一区,昌平-天通苑 立水桥北太平庄东路,32738,2001,低层(共7层),2室1厅,40.069775,116.432058,17375.4,20,12,0,27,3,1
759,尚峯壹號,顺义-空港工业区 昌金路与京承高速交汇处,33783,2012,低层(共21层),3室2厅,40.072582,116.573137,22685.5,6,10,0,10,10,0
760,二里庄小区,海淀-二里庄 二里庄,83798,1993,高层(共6层),3室1厅,40.001137,116.373769,9918.5,49,16,0,19,18,1
763,CBD总部公寓二期,朝阳-CBD 双花园南里2区6号,82236,2006,低层(共22层),2室1厅,39.906738,116.454482,4402.6,35,4,2,26,46,0
762,二里庄小区,海淀-二里庄 二里庄,82585,1992,高层(共6层),2室1厅,40.001137,116.373769,9918.5,49,16,0,19,18,1
764,新龙城,昌平-回龙观 龙泽苑城铁站南侧200米,42357,2008,低层(共20层),4室1厅,40.080957,116.375114,18616.9,12,11,1,19,7,2
745,香悦四季,顺义-马坡 白马路与顺安北路交界,33578,2000,中层(共11层),3室2厅,40.175911,116.654968,36028.9,9,5,0,9,1,0
744,远大园四区,海淀-世纪城 长春桥以北300米,77925,2006,低层(共19层),3室2厅,39.965386,116.291111,11136.3,30,8,9,26,36,0
743,长安驿,朝阳-建外大街 建华南路永安南里,76973,2007,中层(共28层),1室,39.91083,116.451339,4064.0,20,6,4,17,45,1
771,晴波园,海淀-世纪城 远大路往东长春桥往北300米,107793,2004,高层(共15层),3室2厅,39.965386,116.291111,11136.3,30,8,9,26,36,0
773,时代之光名苑,西城-西直门 西直门北大街45号,69869,2002,中层(共19层),2室1厅,39.955211,116.361707,5744.1,48,14,2,36,48,0
774,二里庄小区,海淀-二里庄 二里庄,83798,1993,高层(共6层),3室1厅,40.001137,116.373769,9918.5,49,16,0,19,18,1
775,珠江·壹千栋,"昌平-北七家 北七家,立汤路定泗路口向西两公里",29702,2008,共3层,4室3厅,40.133741,116.440399,24519.6,3,4,1,4,0,0
776,二里庄小区,海淀-二里庄 二里庄,82585,1992,高层(共6层),2室1厅,40.001137,116.373769,9918.5,49,16,0,19,18,1
779,鲁能7号院,顺义-马坡 马坡镇顺安路七号院,34883,2012,高层(共16层),2室,40.188915,116.657019,37302.5,5,11,1,8,0,0
778,牛街西里,宣武-牛街 位与广安门内大街路口以南约50米路西20米,69695,2000,高层(共19层),2室1厅,39.893621,116.37031,3729.6,31,18,2,31,29,1
780,CBD总部公寓二期,朝阳-CBD 双花园南里2区6号,82236,2006,低层(共22层),2室1厅,39.906738,116.454482,4402.6,35,4,2,26,46,0
782,远洋一方花语苑,朝阳-双桥 朝阳区双桥东路3号院,53529,2010,高层(共6层),3室2厅,39.906116,116.60646,17296.4,5,2,1,3,5,0
781,新龙城,昌平-回龙观 龙泽苑城铁站南侧200米,42357,2008,低层(共20层),4室1厅,40.080957,116.375114,18616.9,12,11,1,19,7,2
785,石坊院,昌平-昌平县城 中心公园南,29577,2000,中层(共6层),2室1厅,40.217101,116.238945,36410.3,37,31,2,42,13,0
783,苹果社区,朝阳-双井 百子湾路32号院,79626,2005,高层(共27层),4室2厅,39.90572,116.475699,6201.8,26,20,7,26,49,1
786,保利东郡,朝阳-石佛营 朝阳公园桥东南角200米,83607,2014,中层(共12层),4室2厅,39.938209,116.509198,9334.3,20,14,3,25,22,0
787,晴波园,海淀-世纪城 远大路往东长春桥往北300米,107793,2004,高层(共15层),3室2厅,39.965386,116.291111,11136.3,30,8,9,26,36,0
768,保利东郡,朝阳-石佛营 朝阳公园桥东南角200米,83607,2014,中层(共12层),4室2厅,39.938209,116.509198,9334.3,20,14,3,25,22,0
788,时代国际,朝阳-双井 东柏街10号院,71559,2006,低层(共21层),2室1厅,39.900512,116.473098,6109.9,32,17,7,31,50,1
789,阳光100国际公寓,朝阳-CBD 光华路2号,63281,2003,中层(共38层),3室2厅,39.917712,116.481703,6633.7,34,21,20,49,47,1
770,尚峯壹號,顺义-空港工业区 昌金路与京承高速交汇处,33783,2012,低层(共21层),3室2厅,40.072582,116.573137,22685.5,6,10,0,10,10,0
766,远洋一方花语苑,朝阳-双桥 朝阳区双桥东路3号院,53529,2010,高层(共6层),3室2厅,39.906116,116.60646,17296.4,5,2,1,3,5,0
769,天通苑东一区,昌平-天通苑 立水桥北太平庄东路,32738,2001,低层(共7层),2室1厅,40.069775,116.432058,17375.4,20,12,0,27,3,1
795,万科西山庭院,海淀-农大 海淀圆明园西路与五环路交叉口，肖家河桥往北约300米,84588,2004,共4层,3室2厅,40.020425,116.289828,15234.5,15,6,0,9,3,0
798,鲁能7号院,顺义-马坡 马坡镇顺安路七号院,34883,2012,高层(共16层),2室,40.188915,116.657019,37302.5,5,11,1,8,0,0
796,牛街西里,宣武-牛街 位与广安门内大街路口以南约50米路西20米,69695,2000,高层(共19层),2室1厅,39.893621,116.37031,3729.6,31,18,2,31,29,1
800,北京华侨城,朝阳-欢乐谷 朝阳区东四环四方桥京哈（原京沈）辅路南侧小武基北路,53738,2011,中层(共32层),4室2厅,39.872999,116.496648,9180.7,22,8,0,8,4,0
799,苹果社区,朝阳-双井 百子湾路32号院,79626,2005,高层(共27层),4室2厅,39.90572,116.475699,6201.8,26,20,7,26,49,1
804,紫芳园二区,丰台-左安门 方庄东路第二中级法院东南侧,77577,2005,低层(共11层),4室2厅,39.871231,116.445642,6025.6,19,20,0,37,23,1
801,时代国际,朝阳-双井 东柏街10号院,71559,2006,低层(共21层),2室1厅,39.900512,116.473098,6109.9,32,17,7,31,50,1
802,阳光100国际公寓,朝阳-CBD 光华路2号,63281,2003,中层(共38层),3室2厅,39.917712,116.481703,6633.7,34,21,20,49,47,1
805,万科西山庭院,海淀-农大 海淀圆明园西路与五环路交叉口，肖家河桥往北约300米,84588,2004,共4层,3室2厅,40.020425,116.289828,15234.5,15,6,0,9,3,0
806,华润润西山,门头沟-永定镇 西长安街沿线出口,43808,2012,低层(共10层),2室1厅,39.922258,116.214161,16209.9,25,13,1,15,12,0
797,光熙家园,朝阳-国展 东北三环太阳宫桥南侧光熙门城铁东侧,68681,2012,低层(共26层),2室2厅,39.974318,116.438824,7233.2,50,18,8,47,31,1
809,远洋傲北,昌平-小汤山 镇立汤路39号(麦卡伦地北),21897,2013,共3层,5室3厅,40.149888,116.416319,26139.4,1,2,0,4,1,0
808,望京金茂府,朝阳-望京 广顺桥西北500米,90909,2014,中层(共17层),3室2厅,40.003081,116.486588,12061.3,23,15,6,31,49,1
811,紫芳园二区,丰台-左安门 方庄东路第二中级法院东南侧,77577,2005,低层(共11层),4室2厅,39.871231,116.445642,6025.6,19,20,0,37,23,1
810,鑫源国际,丰台-成寿寺 丰台南三环东路南侧，方庄桥向东300米,29622,2011,高层(共18层),1室1厅,39.864898,116.447641,6700.8,21,14,3,19,24,1
794,紫芳园二区,丰台-左安门 方庄东路第二中级法院东南侧,77577,2005,低层(共11层),4室2厅,39.871231,116.445642,6025.6,19,20,0,37,23,1
807,双兴南区,顺义-顺义城 便民街往北,33795,2000,低层(共18层),3室2厅,40.140908,116.658981,33201.6,21,30,6,41,7,1
793,博雅德园,海淀-西二旗 西二旗北路与西二旗中路交汇处,56809,2004,低层(共16层),3室2厅,40.06149,116.315053,17965.3,11,10,4,8,38,1
820,逸成东苑,海淀-学院路 学清路与西学院路交汇处北,84974,2004,低层(共14层),3室2厅,40.017523,116.358984,12028.2,45,11,5,17,15,0
822,远洋傲北,昌平-小汤山 镇立汤路39号(麦卡伦地北),21897,2013,共3层,5室3厅,40.149888,116.416319,26139.4,1,2,0,4,1,0
821,望京金茂府,朝阳-望京 广顺桥西北500米,90909,2014,中层(共17层),3室2厅,40.003081,116.486588,12061.3,23,15,6,31,49,1
824,东泽园,朝阳-东坝 驹子房路,43870,2011,低层(共18层),3室2厅,39.973693,116.565403,15228.9,14,7,0,4,0,0
826,保利垄上,昌平-小汤山 小汤山镇(北六环61出口西北侧)立汤路9号‎,28421,2009,共3层,5室3厅,40.167934,116.398475,28128.9,2,3,0,1,0,0
825,乐成豪丽,朝阳-双井 朝阳双井百子湾南二路72号,70000,2000,低层(共18层),1室1厅,39.902683,116.482991,6875.2,24,14,2,16,48,1
815,万科西山庭院,海淀-农大 海淀圆明园西路与五环路交叉口，肖家河桥往北约300米,84588,2004,共4层,3室2厅,40.020425,116.289828,15234.5,15,6,0,9,3,0
828,庄胜二期,宣武-宣武门 宣武门外大街香炉营东巷2号,132167,2004,高层(共12层),1室1厅,39.903059,116.386217,2015.8,30,12,7,27,31,2
832,香江花园,顺义-中央别墅区 朝阳京密路香江北路1号,60150,1997,共2层,4室3厅,40.036993,116.530661,17334.7,5,1,0,2,1,0
830,清枫华景园,海淀-学院路 林业大学北路,75860,2004,低层(共18层),2室1厅,40.013358,116.35511,11703.7,47,12,5,24,22,1
833,珠江峰景,丰台-青塔 青塔西路58号,53981,2006,高层(共21层),2室2厅,39.887104,116.274875,11443.2,12,10,1,6,7,0
835,逸成东苑,海淀-学院路 学清路与西学院路交汇处北,84974,2004,低层(共14层),3室2厅,40.017523,116.358984,12028.2,45,11,5,17,15,0
837,北街家园五区,昌平-沙河 昌平区高教园区一期B1区,35393,2010,中层(共21层),2室1厅,40.221724,116.216456,37655.2,16,6,0,10,2,0
836,芳星园一区,丰台-方庄 方庄环岛东南角,55045,2000,中层(共25层),3室1厅,39.865144,116.438453,6274.8,32,18,3,34,50,1
818,珠江峰景,丰台-青塔 青塔西路58号,53981,2006,高层(共21层),2室2厅,39.887104,116.274875,11443.2,12,10,1,6,7,0
816,华润润西山,门头沟-永定镇 西长安街沿线出口,43808,2012,低层(共10层),2室1厅,39.922258,116.214161,16209.9,25,13,1,15,12,0
841,新华街五里,丰台-看丹桥 新华街,50344,1990,低层(共6层),2室1厅,39.850024,116.298277,11557.6,18,10,2,17,12,1
843,保利垄上,昌平-小汤山 小汤山镇(北六环61出口西北侧)立汤路9号‎,28421,2009,共3层,5室3厅,40.167934,116.398475,28128.9,2,3,0,1,0,0
845,丽都壹号,朝阳-酒仙桥 朝阳区将台路与驼房营路交叉口向北150米,98360,2010,低层(共23层),2室1厅,39.979062,116.509515,11473.8,9,7,0,6,19,0
844,清枫华景园,海淀-学院路 林业大学北路,75860,2004,低层(共18层),2室1厅,40.013358,116.35511,11703.7,47,12,5,24,22,1
846,世爵源墅,通州-果园 京沈高速通马路出口东北2公里半壁店大街112号,39634,2005,共3层,5室2厅,39.882436,116.646921,21036.7,23,22,3,8,0,0
849,香江花园,顺义-中央别墅区 朝阳京密路香江北路1号,60150,1997,共2层,4室3厅,40.036993,116.530661,17334.7,5,1,0,2,1,0
847,龙锦苑一区,昌平-回龙观 回龙观文化路,36560,2004,高层(共6层),3室1厅,40.08243,116.338644,19431.9,23,28,14,35,12,1
851,当代城市家园,海淀-上地 安宁庄西路9号院,82179,2004,低层(共12层),1室,40.048835,116.322006,16440.0,5,18,1,3,49,0
850,芳星园一区,丰台-方庄 方庄环岛东南角,55045,2000,中层(共25层),3室1厅,39.865144,116.438453,6274.8,32,18,3,34,50,1
853,北街家园五区,昌平-沙河 昌平区高教园区一期B1区,35393,2010,中层(共21层),2室1厅,40.221724,116.216456,37655.2,16,6,0,10,2,0
852,三里河二区,西城-三里河 三里河东路,102769,2001,低层(共18层),3室1厅,39.917338,116.351365,4496.5,23,16,8,47,34,2
854,新华街五里,丰台-看丹桥 新华街,50344,1990,低层(共6层),2室1厅,39.850024,116.298277,11557.6,18,10,2,17,12,1
858,金地仰山,大兴-黄村 兴盛街,44318,2012,高层(共18层),2室2厅,39.760527,116.324406,18472.1,28,25,1,13,3,0
860,世爵源墅,通州-果园 京沈高速通马路出口东北2公里半壁店大街112号,39634,2005,共3层,5室2厅,39.882436,116.646921,21036.7,23,22,3,8,0,0
861,爱民里小区,西城-西单 西什库大街12号,115753,1990,中层(共7层),3室1厅,39.936871,116.387216,2821.8,34,17,6,41,7,3
842,金地仰山,大兴-黄村 兴盛街,44318,2012,高层(共18层),2室2厅,39.760527,116.324406,18472.1,28,25,1,13,3,0
839,乐成豪丽,朝阳-双井 朝阳双井百子湾南二路72号,70000,2000,低层(共18层),1室1厅,39.902683,116.482991,6875.2,24,14,2,16,48,1
840,天时名苑,通州-通州北苑 杨庄路,48175,2009,中层(共24层),3室2厅,39.906889,116.64687,20734.3,38,19,6,15,16,1
868,珠江峰景,丰台-青塔 青塔西路58号,51409,2006,中层(共21层),2室2厅,39.887104,116.274875,11443.2,12,10,1,6,7,0
866,三里河二区,西城-三里河 三里河东路,102769,2001,低层(共18层),3室1厅,39.917338,116.351365,4496.5,23,16,8,47,34,2
872,西棕榈滩,房山-长阳 京良环岛东侧,21388,2009,高层(共12层),4室2厅,39.778676,116.177536,24567.5,3,7,2,6,10,0
870,大城小镇,大兴-旧宫 旧宫镇庑殿路(公交729总站),46357,2007,中层(共6层),1室1厅,39.812387,116.453097,12155.2,18,10,1,22,1,0
874,大湖山庄,朝阳-来广营 和平路8号(东郊农场中心区，观唐东路观唐花园旁边),55445,2003,共2层,4室2厅,40.04097,116.536395,17985.1,4,10,0,1,0,0
873,爱民里小区,西城-西单 西什库大街12号,115753,1990,中层(共7层),3室1厅,39.936871,116.387216,2821.8,34,17,6,41,7,3
875,长昆名居,海淀-厂洼 紫竹桥昆玉河,86282,2003,高层(共22层),2室1厅,39.963464,116.312056,9512.5,49,12,2,16,37,0
877,珠江峰景,丰台-青塔 青塔西路58号,51409,2006,中层(共21层),2室2厅,39.887104,116.274875,11443.2,12,10,1,6,7,0
878,西棕榈滩,房山-长阳 京良环岛东侧,21388,2009,高层(共12层),4室2厅,39.778676,116.177536,24567.5,3,7,2,6,10,0
881,玫瑰御园,海淀-四季青 蓝靛厂南路中段，昆玉河西侧,96830,2006,中层(共9层),3室2厅,39.976325,116.293979,11595.9,7,12,0,12,3,2
880,凤凰城二期,朝阳-三元桥 曙光西里甲5号院,80869,2006,高层(共36层),2室2厅,39.969896,116.45546,7517.1,27,12,2,23,49,1
882,丽高王府,顺义-中央别墅区 首都机场路温榆河畔,55339,2008,共2层,5室4厅,40.076318,116.598101,24395.8,1,6,0,0,3,0
883,金地格林小镇,大兴-亦庄 天宝中街2号,55000,2003,低层(共10层),5室2厅,39.799506,116.505543,15493.6,8,18,1,11,11,0
885,新风北里,西城-德胜门 双秀公园南侧新风北里小区,91176,1992,低层(共16层),2室1厅,39.970777,116.380202,6525.5,49,11,2,39,48,0
865,当代城市家园,海淀-上地 安宁庄西路9号院,82179,2004,低层(共12层),1室,40.048835,116.322006,16440.0,5,18,1,3,49,0
864,龙锦苑一区,昌平-回龙观 回龙观文化路,36560,2004,高层(共6层),3室1厅,40.08243,116.338644,19431.9,23,28,14,35,12,1
892,珠江峰景,丰台-青塔 青塔西路58号,51409,2006,中层(共21层),2室2厅,39.887104,116.274875,11443.2,12,10,1,6,7,0
890,新通国际花园,通州-梨园 通州梨园镇梨园村,54819,2010,高层(共21层),1室1厅,39.886471,116.684716,24155.4,17,21,3,11,6,1
893,西棕榈滩,房山-长阳 京良环岛东侧,21388,2009,高层(共12层),4室2厅,39.778676,116.177536,24567.5,3,7,2,6,10,0
895,珠江峰景,丰台-青塔 青塔西路58号,55211,2006,高层(共11层),5室2厅,39.887104,116.274875,11443.2,12,10,1,6,7,0
896,早安方庄,丰台-方庄 左安门外紫芳路9号院,47563,2002,高层(共22层),2室1厅,39.872075,116.450398,6200.8,20,9,0,26,15,1
897,旭辉26街区,顺义-顺义城 顺义区15号线南法信地铁站,32962,2016,高层(共9层),1室1厅,40.126955,116.607481,29252.3,1,11,0,2,6,0
900,安宁里,海淀-清河 清河小营桥西安宁庄东路,59649,1998,中层(共6层),2室1厅,40.044706,116.348024,15190.8,34,10,3,26,11,0
898,凤凰城二期,朝阳-三元桥 曙光西里甲5号院,80869,2006,高层(共36层),2室2厅,39.969896,116.45546,7517.1,27,12,2,23,49,1
903,丽高王府,顺义-中央别墅区 首都机场路温榆河畔,55339,2008,共2层,5室4厅,40.076318,116.598101,24395.8,1,6,0,0,3,0
902,上林溪,海淀-上地 安宁庄东路,70689,2010,高层(共10层),3室2厅,40.041169,116.321306,15699.4,22,21,2,13,49,1
904,金地格林小镇,大兴-亦庄 天宝中街2号,55000,2003,低层(共10层),5室2厅,39.799506,116.505543,15493.6,8,18,1,11,11,0
905,世纪星城三期,通州-果园 通朝大街323号（通州区杨庄南里）,50433,2009,高层(共20层),2室2厅,39.898733,116.63888,20115.9,10,6,1,17,1,0
907,老山东里北区,石景山-老山 石景山地铁八角游乐园站向东一公里,42016,2000,高层(共6层),4室2厅,39.91781,116.23723,14226.3,8,6,4,0,10,1
906,火星园,朝阳-太阳宫 太阳宫中路与太阳宫南街交叉口西侧,106179,2010,低层(共21层),2室2厅,39.978136,116.451256,8094.1,22,13,7,14,21,2
909,新风北里,西城-德胜门 双秀公园南侧新风北里小区,91176,1992,低层(共16层),2室1厅,39.970777,116.380202,6525.5,49,11,2,39,48,0
908,天露园一区,昌平-回龙观 龙禧三街北侧,36019,2008,高层(共6层),2室2厅,40.08243,116.338644,19431.9,23,28,14,35,12,1
887,长昆名居,海淀-厂洼 紫竹桥昆玉河,86282,2003,高层(共22层),2室1厅,39.963464,116.312056,9512.5,49,12,2,16,37,0
889,汤泉逸墅（一至二期）,海淀-四季青 通汇路9号‎,99335,2005,中层(共11层),3室2厅,40.033162,116.239678,19201.5,1,1,1,0,0,0
888,德宝新园,西城-西直门 新兴东巷,80000,2000,高层(共6层),3室1厅,39.94746,116.359764,5220.6,46,19,5,37,48,2
915,新通国际花园,通州-梨园 通州梨园镇梨园村,54819,2010,高层(共21层),1室1厅,39.886471,116.684716,24155.4,17,21,3,11,6,1
914,汤泉逸墅（一至二期）,海淀-四季青 通汇路9号‎,99335,2005,中层(共11层),3室2厅,40.033162,116.239678,19201.5,1,1,1,0,0,0
919,远洋万和公馆,朝阳-望京 崔各庄乡大望京村朝阳阜通东大街保利万和电影院向北100米大望京1号地块,87553,2013,低层(共24层),4室2厅,40.004769,116.488911,12329.3,16,10,5,23,46,0
920,安宁里,海淀-清河 清河小营桥西安宁庄东路,59649,1998,中层(共6层),2室1厅,40.044706,116.348024,15190.8,34,10,3,26,11,0
924,老山东里北区,石景山-老山 石景山地铁八角游乐园站向东一公里,42016,2000,高层(共6层),4室2厅,39.91781,116.23723,14226.3,8,6,4,0,10,1
921,沿海赛洛城,朝阳-百子湾 朝阳区百子湾东里沿海赛洛城202-7底商,61512,2009,共4层,2室1厅,39.90449,116.50977,9096.8,32,12,4,14,37,1
923,火星园,朝阳-太阳宫 太阳宫中路与太阳宫南街交叉口西侧,106179,2010,低层(共21层),2室2厅,39.978136,116.451256,8094.1,22,13,7,14,21,2
